Sample,PvP01_14_v1:763508,PvP01_03_v1:823594,PvP01_10_v1:184645,PvP01_10_v1:483568,PvP01_12_v1:377299,PvP01_11_v1:1364199,PvP01_10_v1:480601,PvP01_13_v1:1332969,PvP01_14_v1:1272043,PvP01_14_v1:460513,PvP01_12_v1:1695950,PvP01_10_v1:383155,PvP01_12_v1:1127030,PvP01_12_v1:1738799,PvP01_13_v1:66121,PvP01_14_v1:2339401,PvP01_10_v1:256817,PvP01_05_v1:1278457,PvP01_06_v1:882660,PvP01_14_v1:1160762,PvP01_11_v1:1137410,PvP01_06_v1:923512,PvP01_08_v1:879062,PvP01_03_v1:764851,PvP01_09_v1:1101235,PvP01_08_v1:1420994,PvP01_13_v1:516924,PvP01_14_v1:1229487,PvP01_14_v1:2566159,PvP01_12_v1:553265,PvP01_05_v1:1052474,PvP01_11_v1:371608,PvP01_06_v1:646186,PvP01_09_v1:303291,PvP01_12_v1:2324641,PvP01_12_v1:1116377,PvP01_09_v1:924204,PvP01_05_v1:1286077,PvP01_07_v1:595236,PvP01_06_v1:757119,PvP01_07_v1:507890,PvP01_14_v1:1343648,PvP01_08_v1:1506827,PvP01_07_v1:1137322,PvP01_14_v1:344881,PvP01_12_v1:338808,PvP01_09_v1:1169264,PvP01_14_v1:1270401,PvP01_10_v1:1131031,PvP01_08_v1:442363,PvP01_11_v1:1724604,PvP01_12_v1:882252,PvP01_14_v1:1349891,PvP01_10_v1:165046,PvP01_14_v1:2907128,PvP01_03_v1:850299,PvP01_09_v1:1547999,PvP01_09_v1:735276,PvP01_09_v1:1884013,PvP01_05_v1:1020519,PvP01_03_v1:384548,PvP01_05_v1:452615,PvP01_04_v1:400824,PvP01_14_v1:2921425,PvP01_02_v1:355597,PvP01_12_v1:1463080,PvP01_11_v1:384043,PvP01_08_v1:555644,PvP01_11_v1:550783,PvP01_09_v1:644970,PvP01_07_v1:427785,PvP01_12_v1:1988355,PvP01_08_v1:956216,PvP01_01_v1:746509,PvP01_05_v1:693449,PvP01_06_v1:645726,PvP01_13_v1:485833,PvP01_14_v1:138349,PvP01_13_v1:699780,PvP01_05_v1:1285366,PvP01_04_v1:341631,PvP01_14_v1:446323,PvP01_11_v1:1226906,PvP01_03_v1:184372,PvP01_14_v1:1266326,PvP01_11_v1:1345904,PvP01_11_v1:503992,PvP01_11_v1:1448769,PvP01_12_v1:1400307,PvP01_02_v1:491114,PvP01_09_v1:339310,PvP01_13_v1:1209242,PvP01_11_v1:516764,PvP01_13_v1:1340035,PvP01_13_v1:1036146,PvP01_12_v1:1512622,PvP01_14_v1:1258544,PvP01_11_v1:108593,PvP01_03_v1:220999,PvP01_13_v1:411903,PvP01_02_v1:718939,PvP01_05_v1:1049754,PvP01_09_v1:448825,PvP01_11_v1:1868012,PvP01_04_v1:776919,PvP01_05_v1:1079461,PvP01_07_v1:261070,PvP01_14_v1:1348961,PvP01_10_v1:671286,PvP01_12_v1:2057371,PvP01_13_v1:1661666,PvP01_05_v1:1045059,PvP01_12_v1:2353408
VVX01925,X,G,G,G,T,A,X,T,T,A,X,X,T,C,X,C,C,C,C,C,C,C,T,C,G,T,X,G,C,T,G,A,T,X,C,C,C,X,G,G,T,T,X,C,X,G,X,G,G,G,C,G,G,T,X,C,X,G,T,C,X,G,X,C,X,G,X,N,C,G,G,T,G,G,T,X,A,X,X,T,X,T,G,X,X,G,A,A,A,A,X,G,G,N,C,G,C,X,C,X,G,G,C,C,G,G,X,X,X,T,A,C,X
VVX01926,N,G,G,G,T,A,N,T,T,G,C,G,T,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,N,N,C,C,C,G,G,G,T,T,A,C,T,G,C,G,G,G,C,G,G,T,T,C,T,G,T,C,N,G,G,C,N,G,C,N,C,G,G,C,G,G,T,G,A,A,A,T,N,T,G,G,T,G,A,A,A,G,G,G,G,G,C,G,C,A,C,A,N,G,T,C,G,G,A,C,G,T,A,C,C
VVX01927,A,G,G,G,T,A,G,T,T,G,C,T,T,C,A,C,C,C,C,C,C,C,T,T,G,T,T,G,C,T,G,A,C,C,C,C,C,G,G,G,T,T,A,C,G,G,C,G,G,T,C,G,A,T,G,C,T,G,T,C,A,G,A,C,T,G,C,T,C,A,G,C,G,G,G,G,A,A,A,T,G,T,G,G,T,G,A,A,A,A,G,G,G,G,C,G,C,A,C,T,G,G,T,A,G,G,A,C,G,T,A,C,C
VVX01933,C,X,G,G,T,X,X,X,T,A,N,G,X,X,X,X,C,X,C,C,X,C,T,C,X,X,C,X,C,X,X,X,X,C,C,X,X,G,G,X,T,T,A,C,X,X,C,G,X,X,X,X,G,X,X,X,C,G,X,C,A,X,X,C,C,G,C,T,G,X,X,X,G,X,X,A,X,X,X,X,X,C,G,G,X,X,A,X,X,A,X,G,G,G,X,X,X,A,X,T,X,X,C,C,X,G,X,X,G,X,X,C,C
VVX01936,A,G,G,G,T,C,G,C,T,G,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,C,T,C,C,C,G,G,G,A,T,A,A,G,G,C,G,G,G,C,G,G,G,G,C,C,G,T,C,A,G,A,G,C,G,C,C,G,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,G,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,G,C,G,T,C,C,C
VVX01938,A,G,G,X,T,C,G,T,T,X,C,G,G,C,T,C,C,C,X,C,X,C,X,C,G,T,C,G,C,T,G,X,N,C,C,C,C,G,G,G,T,T,A,X,X,A,C,G,G,T,C,X,G,T,G,X,C,G,T,C,A,X,A,C,C,G,C,T,N,A,G,C,G,X,X,A,X,A,A,T,X,C,G,G,X,G,A,G,T,A,X,G,G,X,C,X,C,A,C,T,X,G,C,X,C,X,A,C,G,T,C,C,C
VVX01943,A,G,G,G,A,A,G,T,A,G,C,G,G,C,T,C,C,C,C,C,C,C,A,T,G,T,C,G,C,T,G,A,C,C,C,C,C,G,G,G,T,T,A,A,G,G,C,C,G,G,C,G,G,T,T,C,C,G,T,C,A,G,A,C,T,G,C,C,C,A,G,C,G,G,T,G,A,A,A,T,A,T,G,G,T,G,A,A,A,A,G,G,C,G,T,G,T,A,C,T,G,G,C,C,G,G,G,T,G,T,A,C,C
VVX01944,X,G,G,G,T,A,G,T,N,X,C,X,T,X,A,C,C,N,C,C,C,C,N,C,G,X,C,G,C,T,G,A,C,C,C,C,C,G,G,G,T,T,A,A,T,G,C,C,G,G,C,G,G,N,G,G,X,G,T,C,A,G,A,C,C,G,C,C,C,A,G,C,X,G,G,G,X,A,A,T,A,T,G,G,T,C,A,A,A,A,G,G,N,G,C,G,T,A,C,T,G,G,X,C,G,T,A,C,G,G,A,C,C
VVX01945,A,A,G,G,T,C,G,C,T,A,C,G,T,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,C,T,C,C,C,G,G,G,A,T,G,C,G,G,C,G,G,G,C,G,G,G,G,C,C,G,T,C,A,G,A,G,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,G,C,G,G,C,C,C
VVX01946,A,G,G,G,T,A,N,T,A,G,C,G,T,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,C,C,C,C,C,G,G,G,T,T,A,N,G,G,C,G,G,T,C,G,G,N,G,G,T,G,T,C,A,G,A,C,C,G,C,C,C,A,N,C,G,G,T,G,A,A,A,T,A,T,G,G,T,C,A,A,A,A,N,G,G,G,C,G,C,A,C,T,G,G,T,C,G,G,A,C,G,T,A,C,C
VVX01947,A,G,G,G,T,C,G,C,T,G,C,G,G,C,A,C,C,C,T,C,C,C,T,C,G,T,C,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,T,G,C,C,G,T,C,A,G,A,G,C,G,C,T,C,A,G,C,G,A,G,A,G,A,A,T,G,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
VVX01948,A,A,G,G,T,A,G,T,A,A,C,G,T,C,A,C,C,C,C,C,C,C,A,C,G,T,T,G,C,T,G,A,T,T,C,C,C,G,G,G,T,T,A,C,G,G,C,C,G,G,C,G,G,T,G,G,T,G,T,C,A,G,A,C,C,A,C,C,C,A,G,C,G,G,T,A,G,A,A,C,A,T,G,G,A,C,A,A,A,A,C,G,G,G,C,G,C,A,C,T,G,G,T,C,C,T,A,T,G,G,A,C,C
VVX01949,A,A,G,G,T,C,G,C,T,G,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,G,G,C,C,G,T,C,A,G,A,C,C,G,C,T,C,A,G,C,G,A,G,A,G,A,A,T,A,T,G,A,A,G,A,G,T,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,G,C,G,G,C,C,C
VVX01950,A,A,G,G,T,C,G,C,T,A,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,X,G,G,C,G,G,G,C,G,G,G,G,C,C,G,T,C,A,G,A,C,C,G,C,C,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,X,X,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,G,C,G,G,C,C,C
VVX01951,A,G,G,G,T,C,G,C,T,G,C,G,T,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,A,G,G,C,G,G,T,C,G,G,G,G,C,C,G,T,C,A,G,A,G,C,G,C,C,C,A,G,C,G,A,G,A,G,A,A,T,G,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
VVX01953,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,C,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,G,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
VVX01954,A,G,G,G,T,A,G,T,A,G,C,G,T,C,T,C,C,C,C,C,C,C,T,T,G,T,T,G,C,T,G,A,T,C,C,C,C,G,G,G,T,T,A,C,T,G,C,G,G,T,C,G,G,G,G,C,T,G,T,C,A,G,G,C,C,G,C,C,C,A,A,C,G,G,G,A,A,A,A,T,A,T,G,G,T,G,A,A,A,A,G,G,G,G,T,G,C,A,C,T,G,G,T,C,G,G,A,C,G,T,A,C,C
VVX01955,A,G,G,G,T,C,G,C,T,G,C,G,T,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,T,A,T,T,C,C,C,G,G,G,T,T,A,A,G,G,C,C,G,G,C,G,G,G,G,C,C,G,T,C,A,G,A,G,C,G,C,T,C,A,G,C,G,G,G,A,G,A,G,T,A,T,G,G,A,G,A,G,A,G,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
VVX01956,X,X,X,G,T,X,X,X,T,X,X,X,X,X,X,X,X,C,C,C,X,C,X,C,X,X,X,X,X,T,G,A,X,X,X,C,X,X,X,G,X,X,X,X,X,X,X,X,X,X,C,X,X,X,X,X,C,X,X,X,X,X,X,X,X,X,C,X,X,X,X,X,X,A,X,X,X,A,X,X,X,X,X,X,X,X,X,X,X,X,C,G,X,X,X,G,X,X,X,T,X,G,C,C,X,X,X,X,X,T,C,C,X
VVX01958,X,X,G,X,T,X,G,X,T,X,C,G,X,C,X,C,X,C,X,C,C,C,X,C,G,T,X,G,C,T,X,A,T,C,C,C,X,G,X,X,X,T,A,C,X,X,C,X,G,G,C,G,G,T,G,C,X,X,T,C,A,X,X,X,C,G,C,X,X,X,G,C,X,X,X,X,X,A,X,T,G,X,G,X,A,G,X,G,X,X,X,X,G,X,X,G,X,A,C,T,X,X,C,C,X,G,A,C,X,X,X,C,C
VVX01959,X,G,X,G,X,X,G,X,T,X,C,X,X,C,T,X,X,X,C,C,C,X,X,X,G,T,X,X,C,X,G,X,T,C,C,C,C,X,X,G,X,X,X,X,X,X,C,G,G,X,X,G,X,X,X,C,C,G,X,C,X,G,X,C,C,G,X,T,C,X,X,C,X,A,X,A,X,X,X,T,G,X,X,X,X,X,X,X,X,X,C,X,X,G,C,G,X,X,X,X,X,X,X,X,X,X,X,X,X,T,C,C,X
VVX01961,A,G,G,G,T,C,G,C,T,A,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,G,G,C,C,G,T,C,A,G,A,G,C,G,C,T,C,A,G,C,G,A,G,A,G,A,A,C,A,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
VVX01962,X,G,G,G,T,C,G,X,T,A,C,X,T,C,A,C,A,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,T,C,C,C,C,G,G,G,T,T,A,C,G,A,T,G,G,X,C,G,G,T,G,C,X,G,G,C,A,G,A,C,C,G,C,T,C,A,G,X,G,A,X,A,X,A,X,T,G,X,G,G,T,G,X,G,T,N,G,G,G,G,C,X,C,A,C,T,G,G,C,C,G,X,A,X,X,T,A,C,C
VVX01964,A,G,G,G,T,C,G,C,T,G,C,G,G,C,A,C,C,C,T,C,C,C,T,C,G,T,C,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,T,G,C,C,G,T,C,A,G,A,G,C,G,C,T,C,A,G,C,G,A,G,A,G,A,A,T,G,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
VVX01965,A,G,G,G,T,C,G,C,T,A,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,G,G,C,C,G,T,C,A,G,A,G,C,G,C,T,G,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
VVX01966,A,A,G,G,T,A,G,T,T,G,C,T,T,C,T,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,C,C,C,C,T,G,G,G,T,T,A,C,T,G,C,G,G,G,C,G,G,T,G,C,T,G,T,C,A,G,A,C,T,G,C,C,C,A,G,C,G,G,T,G,A,A,A,T,G,T,G,G,T,C,A,A,A,A,C,G,G,G,T,G,C,A,C,T,G,G,T,C,C,G,A,C,G,G,A,C,C
VVX01967,A,G,G,G,T,C,G,C,T,A,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,G,G,C,C,G,T,C,A,G,A,G,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
VVX01968,N,G,G,G,T,C,G,T,T,G,C,G,N,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,N,G,A,C,N,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,G,G,C,C,G,N,C,A,G,A,C,C,G,C,N,C,A,G,C,G,G,G,A,G,A,A,T,N,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,N,G,N,C,G,G,C,C,C
VVX01969,A,G,G,G,T,C,G,C,T,G,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,T,G,C,A,G,A,C,C,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,G,G,C,C,G,T,C,A,C,A,C,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,G,T,G,G,A,G,A,G,A,G,C,G,G,G,C,G,C,A,C,T,G,G,C,C,G,G,A,C,G,T,C,C,C
VVX01970,A,G,G,G,T,C,G,C,T,G,C,G,T,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,T,T,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,G,G,C,C,G,T,C,A,G,A,C,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,T,C,C,C
VVX01971,C,G,G,G,T,C,G,C,T,G,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,N,T,G,A,C,C,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,G,G,N,C,G,T,C,A,G,A,N,C,G,C,C,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,T,C,C,C
VVX01972,A,A,G,G,T,A,G,T,T,G,C,G,T,C,T,C,C,C,C,C,C,C,T,T,A,T,C,G,C,T,G,C,T,C,C,C,T,G,G,G,T,T,A,C,T,G,C,G,G,T,C,G,G,T,G,C,T,G,T,C,A,G,A,C,T,G,C,T,C,A,G,C,G,G,T,G,A,A,A,T,G,T,G,G,T,C,A,A,A,A,G,G,G,G,T,G,C,A,C,T,G,G,T,A,G,G,A,C,G,T,A,C,C
VVX01973,N,G,G,G,T,C,G,C,T,A,C,G,N,C,A,C,C,C,C,C,T,C,T,C,G,T,N,G,C,T,G,A,C,C,C,C,C,G,G,G,T,T,A,C,N,G,C,G,G,G,C,G,G,G,G,C,C,G,N,C,A,C,A,N,C,G,C,N,C,A,G,C,G,G,G,A,G,A,A,N,A,T,G,G,A,G,A,G,A,N,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,N,C,G,N,C,C,C
VVX01974,A,G,G,G,T,A,G,T,A,G,C,G,T,C,A,C,C,C,C,C,C,C,T,T,G,T,T,G,C,T,G,A,C,T,C,C,C,G,G,G,T,T,A,C,T,G,C,G,G,T,C,G,G,G,G,C,T,G,T,C,A,G,A,C,T,G,C,T,C,A,A,C,G,G,T,G,A,A,A,T,A,T,G,G,T,G,A,A,A,A,G,G,G,G,C,G,C,A,C,T,G,G,C,C,G,G,A,C,G,T,A,C,C
VVX01975,N,N,G,G,T,C,G,C,T,G,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,C,C,C,C,C,G,G,G,A,T,A,C,N,G,C,G,G,G,C,G,G,N,G,C,C,G,T,C,A,G,A,C,C,G,C,T,N,A,G,C,G,A,G,A,G,A,A,T,N,T,G,G,A,G,A,A,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
VVX01978,X,X,G,G,X,C,G,X,T,X,C,G,X,X,X,X,C,C,C,C,C,X,T,C,X,T,X,X,C,X,G,A,X,C,C,X,C,G,G,G,T,X,A,X,G,A,C,G,G,X,X,G,X,G,X,C,C,X,X,X,A,G,X,C,X,G,C,T,G,A,G,C,G,X,G,A,G,X,X,T,G,T,G,G,X,G,A,G,X,X,C,G,G,G,C,X,C,A,X,X,G,G,C,C,X,X,A,C,G,X,X,C,C
VVX01979,A,G,G,G,T,A,A,T,T,N,C,G,T,C,T,C,C,C,C,C,C,C,T,T,G,T,T,G,C,T,G,A,N,C,T,C,C,G,G,G,T,T,A,C,N,G,C,G,G,G,C,G,G,T,G,G,T,G,T,C,A,G,N,C,T,G,C,C,C,A,G,C,G,G,N,N,A,A,N,T,N,T,G,G,T,G,A,A,A,A,N,G,G,G,T,G,C,A,C,T,G,G,N,A,G,G,A,C,G,T,A,C,C
VVX01980,A,G,G,G,T,A,A,T,A,G,C,G,T,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,C,C,C,C,C,G,G,G,T,T,A,A,G,G,C,G,G,T,C,G,G,T,G,G,T,G,T,C,A,G,A,C,C,G,C,C,C,A,A,C,G,G,T,G,A,A,A,T,A,T,G,G,T,C,A,A,A,A,G,G,G,G,C,G,C,A,C,T,G,G,T,C,G,G,A,C,G,T,A,C,C
VVX01981,X,G,G,X,X,X,G,C,T,X,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,X,T,G,C,T,G,A,T,C,C,C,C,G,G,G,T,T,X,C,G,A,C,G,G,G,C,G,G,G,G,C,C,X,T,C,A,G,A,C,X,G,C,T,G,X,G,C,G,X,G,A,G,A,G,T,X,C,X,G,A,G,A,G,T,A,C,G,G,G,C,G,C,A,C,X,G,G,C,C,C,G,A,X,G,T,C,C,C
VVX01983,A,N,G,G,T,C,G,C,T,G,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,T,N,G,C,T,G,A,C,T,C,C,C,G,G,G,A,T,A,C,N,G,C,G,G,N,C,G,G,G,G,C,C,G,N,C,A,G,A,C,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,N,C,G,G,C,C,C
VVX01984,A,N,G,G,T,C,G,N,T,N,C,G,G,C,N,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,C,T,C,C,C,G,G,G,A,T,A,C,G,G,C,G,G,G,C,G,G,N,G,N,C,G,T,C,A,G,A,C,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,C,N,T,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,G,C,C,C
VVX01986,X,A,G,G,T,X,X,C,T,G,T,G,G,C,A,C,C,C,C,C,T,C,X,C,G,T,C,X,C,T,G,A,C,C,C,C,C,G,G,G,X,T,A,C,G,G,X,G,G,G,X,G,G,X,G,X,C,G,X,C,A,X,X,C,C,G,C,T,C,A,G,C,G,G,G,A,G,A,A,T,A,T,G,G,A,G,A,X,A,X,C,G,G,X,C,G,C,A,C,T,G,G,C,X,C,G,A,C,G,T,C,C,C
VVX01987,A,G,G,G,T,A,A,C,A,G,C,G,T,C,A,C,C,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,C,C,C,C,C,G,G,G,T,T,A,C,T,G,C,G,G,T,C,G,G,T,T,C,C,G,T,C,A,G,G,C,C,G,C,T,C,G,G,T,G,G,T,A,A,A,A,T,A,T,G,G,A,C,A,A,A,A,G,G,G,G,C,G,C,A,C,A,G,G,C,C,G,G,A,C,G,T,A,C,C
VVX02316,X,G,G,G,T,C,G,T,T,X,X,X,X,C,X,C,X,C,X,C,C,C,X,C,G,A,T,G,X,T,G,A,T,C,X,C,C,G,G,G,X,T,X,C,X,N,C,G,G,X,C,G,G,X,G,X,C,G,X,X,A,G,X,C,C,G,X,X,C,A,G,C,G,A,X,A,X,X,X,X,X,C,G,G,A,X,A,G,A,X,C,X,G,X,X,X,C,A,C,T,X,G,C,C,C,X,A,C,G,T,C,C,C
VVX02317,A,G,G,G,T,C,G,T,T,G,C,G,G,C,A,C,A,C,C,C,C,C,T,C,G,A,C,G,C,T,G,A,T,C,C,C,C,G,G,G,T,T,G,C,T,A,C,G,G,T,C,G,G,G,G,C,C,T,T,C,A,G,A,C,C,G,C,T,C,A,G,C,G,A,G,A,G,A,A,T,G,C,T,G,A,G,A,G,T,G,C,G,G,G,C,G,C,A,C,T,G,G,C,C,G,G,A,C,G,T,C,C,C
VVX02318,A,G,G,G,T,C,G,T,T,G,C,G,G,C,A,C,A,C,C,C,C,C,T,C,G,A,C,G,C,T,G,A,T,C,C,C,C,G,G,G,T,T,G,C,T,A,C,G,G,T,C,G,G,G,G,C,C,T,T,C,A,G,A,C,C,G,C,T,C,A,G,C,G,A,G,A,G,A,A,T,G,C,T,G,A,G,A,G,T,G,C,G,G,G,C,G,C,A,C,T,G,G,C,C,G,G,A,C,G,T,C,C,C
VVX02319,A,G,G,G,T,C,G,T,T,G,C,G,G,C,A,C,A,C,C,C,C,C,T,C,G,A,C,G,C,T,G,A,T,C,C,C,C,G,G,G,T,T,G,C,T,A,C,G,G,T,C,G,G,G,G,C,C,T,T,C,A,G,A,C,C,G,C,T,C,A,G,C,G,A,G,A,G,A,A,T,G,C,T,G,A,G,A,G,T,G,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,T,C,C,C
VVX02320,A,G,G,G,T,C,G,T,T,G,C,G,G,C,A,C,A,C,C,C,C,C,T,C,G,T,C,G,C,T,G,A,T,C,C,C,C,G,G,G,T,T,G,C,T,A,C,G,G,T,C,G,G,G,G,C,C,T,T,C,A,G,A,C,C,G,C,T,C,A,G,C,G,A,G,A,G,A,A,T,G,C,T,G,A,G,A,G,T,G,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,T,C,C,C
VVX02321,A,G,G,G,T,C,G,C,T,G,C,G,G,C,A,C,C,C,C,C,C,C,T,C,G,A,T,G,C,T,G,A,T,C,C,C,C,G,G,G,T,T,G,C,G,A,C,G,G,G,C,G,G,G,G,C,C,G,G,C,A,G,A,C,C,G,C,T,C,A,G,C,G,A,G,A,G,A,G,C,G,C,G,G,A,G,A,G,A,A,C,G,G,G,C,G,C,A,C,T,T,G,C,C,C,G,A,C,G,T,C,C,C
VVX02323,A,G,G,G,T,C,G,T,T,G,C,G,G,C,A,C,A,C,C,C,C,C,T,C,G,A,C,G,C,T,G,A,T,C,C,C,C,G,G,G,T,T,G,C,T,A,C,G,G,T,C,G,G,G,G,C,C,T,T,C,A,G,A,C,C,G,C,T,C,A,G,C,G,A,G,A,G,A,A,T,G,C,T,G,A,G,A,G,T,G,C,G,G,G,C,G,C,A,C,T,G,G,C,C,G,G,A,C,G,T,C,C,C
VVX02324,A,G,G,G,T,C,G,T,T,G,C,G,G,C,A,C,A,C,C,C,C,C,T,C,G,A,C,G,C,T,G,A,T,C,C,C,C,G,G,G,T,T,G,C,T,A,C,G,G,T,C,G,G,G,G,C,C,T,T,C,A,G,A,C,C,G,C,T,C,A,G,C,G,A,G,A,G,A,A,T,G,C,T,G,A,G,A,G,T,G,C,G,G,G,C,G,C,A,C,T,G,G,C,C,C,G,A,C,G,T,C,C,C
VVX02325,A,G,G,G,T,C,G,T,T,G,C,G,G,C,A,C,A,C,C,C,C,C,T,C,G,A,C,G,C,T,G,A,T,C,C,C,C,G,G,G,T,T,G,C,T,A,C,G,G,T,C,G,G,G,G,C,C,T,T,C,A,G,A,C,C,G,C,T,C,A,G,C,G,A,G,A,G,A,A,T,G,C,T,G,A,G,A,G,T,G,C,G,G,G,C,G,C,A,C,T,G,G,C,C,G,G,A,C,G,T,C,C,C
VVX02326,A,G,G,G,T,C,G,T,T,G,C,G,G,C,A,C,A,C,C,C,C,C,T,C,G,A,C,G,C,T,G,A,T,C,C,C,C,G,G,G,T,T,G,C,T,A,C,G,G,T,C,G,G,G,G,C,C,T,T,C,A,G,A,C,C,G,C,T,C,A,G,C,G,A,G,A,G,A,A,T,G,C,T,G,A,G,A,G,T,G,C,G,G,G,C,G,C,A,C,T,G,G,C,C,G,G,A,C,G,T,C,C,C
